Potential (V)	 Current (A)	 Elapsed Time (s)
-1,2182617	 -0,0001	 6908,1081
-1,2411499	 -0,0001	 6918,9189
-1,2518311	 -0,0001	 6929,7297
-1,2561035	 -0,0001	 6940,5405
-1,2579346	 -0,0001	 6951,3514
-1,257019	 -0,0001	 6962,1622
-1,2518311	 -0,0001	 6972,973
-1,2475586	 -0,0001	 6983,7838
-1,2417603	 -0,0001	 6994,5946
-1,2332153	 -0,0001	 7005,4054
-1,2231445	 -0,0001	 7016,2162
-1,2045288	 -0,0001	 7027,027
-1,0861206	 -0,0001	 7037,8378
-1,1306763	 -0,0001	 7048,6486
-1,1795044	 -0,0001	 7059,4595
-1,2200928	 -0,0001	 7070,2703
-1,2402344	 -0,0001	 7081,0811
-1,25	 -0,0001	 7091,8919
-1,2545776	 -0,0001	 7102,7027
-1,2539673	 -0,0001	 7113,5135
-1,2536621	 -0,0001	 7124,3243
-1,2515259	 -0,0001	 7135,1351
-1,2487793	 -0,0001	 7145,9459
-1,2454224	 -0,0001	 7156,7568
-1,2374878	 -0,0001	 7167,5676
-1,227417	 -0,0001	 7178,3784
-1,2145996	 -0,0001	 7189,1892
-1,1932373	 -0,0001	 7200
-1,083374	 -0,0001	 7210,8108
-1,1477661	 -0,0001	 7221,6216
-1,1941528	 -0,0001	 7232,4324
-1,227417	 -0,0001	 7243,2432
-1,244812	 -0,0001	 7254,0541
