Angle Intensity Error
79.620 144.000 1.000
79.640 140.000 1.000
79.660 143.000 1.000
79.680 160.000 1.000
79.700 147.000 1.000
79.720 133.000 1.000
79.740 144.000 1.000
79.760 145.000 1.000
79.780 143.000 1.000
79.800 154.000 1.000
79.820 132.000 1.000
79.840 137.000 1.000
79.860 136.000 1.000
79.880 140.000 1.000
79.900 142.000 1.000
79.920 127.000 1.000
79.940 139.000 1.000
79.960 121.000 1.000
79.980 138.000 1.000
80.000 136.000 1.000
80.020 138.000 1.000
80.040 168.000 1.000
80.060 137.000 1.000
80.080 137.000 1.000
80.100 158.000 1.000
80.120 126.000 1.000
80.140 157.000 1.000
80.160 130.000 1.000
80.180 146.000 1.000
80.200 133.000 1.000
80.220 120.000 1.000
80.240 152.000 1.000
80.260 140.000 1.000
80.280 152.000 1.000
80.300 143.000 1.000
80.320 149.000 1.000
80.340 148.000 1.000
80.360 131.000 1.000
80.380 148.000 1.000
80.400 131.000 1.000
80.420 153.000 1.000
80.440 139.000 1.000
80.460 117.000 1.000
80.480 135.000 1.000
80.500 162.000 1.000
80.520 140.000 1.000
80.540 140.000 1.000
80.560 149.000 1.000
80.580 141.000 1.000
80.600 117.000 1.000
80.620 144.000 1.000
80.640 146.000 1.000
80.660 139.000 1.000
80.680 122.000 1.000
80.700 137.000 1.000
80.720 147.000 1.000
80.740 143.000 1.000
80.760 132.000 1.000
80.780 139.000 1.000
80.800 126.000 1.000
80.820 140.000 1.000
80.840 130.000 1.000
80.860 141.000 1.000
80.880 125.000 1.000
80.900 130.000 1.000
80.920 136.000 1.000
80.940 134.000 1.000
80.960 152.000 1.000
80.980 145.000 1.000
81.000 134.000 1.000
81.020 140.000 1.000
81.040 127.000 1.000
81.060 136.000 1.000
81.080 144.000 1.000
81.100 142.000 1.000
81.120 131.000 1.000
81.140 139.000 1.000
81.160 144.000 1.000
81.180 143.000 1.000
81.200 132.000 1.000
81.220 138.000 1.000
81.240 128.000 1.000
81.260 128.000 1.000
81.280 121.000 1.000
81.300 121.000 1.000
81.320 138.000 1.000
81.340 134.000 1.000
81.360 148.000 1.000
81.380 150.000 1.000
81.400 142.000 1.000
81.420 118.000 1.000
81.440 145.000 1.000
81.460 143.000 1.000
81.480 150.000 1.000
81.500 125.000 1.000
81.520 132.000 1.000
81.540 134.000 1.000
81.560 137.000 1.000
81.580 137.000 1.000
81.600 138.000 1.000
81.620 131.000 1.000
81.640 121.000 1.000
81.660 138.000 1.000
81.680 145.000 1.000
81.700 128.000 1.000
81.720 133.000 1.000
81.740 127.000 1.000
81.760 139.000 1.000
81.780 154.000 1.000
81.800 127.000 1.000
81.820 140.000 1.000
81.840 140.000 1.000
81.860 151.000 1.000
81.880 139.000 1.000
81.900 127.000 1.000
81.920 146.000 1.000
81.940 134.000 1.000
81.960 150.000 1.000
81.980 133.000 1.000
82.000 140.000 1.000
82.020 142.000 1.000
82.040 146.000 1.000
82.060 151.000 1.000
82.080 143.000 1.000
82.100 130.000 1.000
82.120 147.000 1.000
82.140 129.000 1.000
82.160 144.000 1.000
82.180 137.000 1.000
82.200 132.000 1.000
82.220 124.000 1.000
82.240 142.000 1.000
82.260 145.000 1.000
82.280 148.000 1.000
82.300 137.000 1.000
82.320 150.000 1.000
82.340 139.000 1.000
82.360 135.000 1.000
82.380 157.000 1.000
82.400 145.000 1.000
82.420 128.000 1.000
82.440 135.000 1.000
82.460 126.000 1.000
82.480 143.000 1.000
82.500 128.000 1.000
82.520 144.000 1.000
82.540 140.000 1.000
82.560 146.000 1.000
82.580 155.000 1.000
82.600 162.000 1.000
82.620 141.000 1.000
82.640 130.000 1.000
82.660 141.000 1.000
82.680 130.000 1.000
82.700 117.000 1.000
82.720 152.000 1.000
82.740 145.000 1.000
82.760 127.000 1.000
82.780 127.000 1.000
82.800 148.000 1.000
82.820 139.000 1.000
82.840 112.000 1.000
82.860 120.000 1.000
82.880 135.000 1.000
82.900 138.000 1.000
82.920 131.000 1.000
82.940 141.000 1.000
82.960 139.000 1.000
82.980 140.000 1.000
83.000 138.000 1.000
83.020 145.000 1.000
83.040 129.000 1.000
83.060 142.000 1.000
83.080 142.000 1.000
83.100 143.000 1.000
83.120 141.000 1.000
83.140 138.000 1.000
83.160 136.000 1.000
83.180 138.000 1.000
83.200 137.000 1.000
83.220 127.000 1.000
83.240 128.000 1.000
83.260 137.000 1.000
83.280 146.000 1.000
83.300 132.000 1.000
83.320 133.000 1.000
83.340 123.000 1.000
83.360 137.000 1.000
83.380 132.000 1.000
83.400 133.000 1.000
83.420 138.000 1.000
83.440 135.000 1.000
83.460 116.000 1.000
83.480 133.000 1.000
83.500 134.000 1.000
83.520 135.000 1.000
83.540 137.000 1.000
83.560 136.000 1.000
83.580 139.000 1.000
83.600 150.000 1.000
83.620 145.000 1.000
83.640 161.000 1.000
83.660 138.000 1.000
83.680 127.000 1.000
83.700 153.000 1.000
83.720 129.000 1.000
83.740 129.000 1.000
83.760 145.000 1.000
83.780 150.000 1.000
83.800 147.000 1.000
83.820 119.000 1.000
83.840 133.000 1.000
83.860 132.000 1.000
83.880 136.000 1.000
83.900 154.000 1.000
83.920 152.000 1.000
83.940 158.000 1.000
83.960 125.000 1.000
83.980 161.000 1.000
84.000 150.000 1.000
84.020 132.000 1.000
84.040 149.000 1.000
84.060 140.000 1.000
84.080 149.000 1.000
84.100 134.000 1.000
84.120 127.000 1.000
84.140 128.000 1.000
84.160 146.000 1.000
84.180 142.000 1.000
84.200 126.000 1.000
84.220 145.000 1.000
84.240 142.000 1.000
84.260 154.000 1.000
84.280 129.000 1.000
84.300 144.000 1.000
84.320 160.000 1.000
84.340 127.000 1.000
84.360 168.000 1.000
84.380 146.000 1.000
84.400 132.000 1.000
84.420 151.000 1.000
84.440 140.000 1.000
84.460 143.000 1.000
84.480 134.000 1.000
84.500 147.000 1.000
84.520 140.000 1.000
84.540 148.000 1.000
84.560 129.000 1.000
84.580 147.000 1.000
84.600 130.000 1.000
84.620 129.000 1.000
84.640 135.000 1.000
84.660 139.000 1.000
84.680 142.000 1.000
84.700 129.000 1.000
84.720 121.000 1.000
84.740 138.000 1.000
84.760 140.000 1.000
84.780 115.000 1.000
84.800 140.000 1.000
84.820 148.000 1.000
84.840 142.000 1.000
84.860 147.000 1.000
84.880 148.000 1.000
84.900 141.000 1.000
84.920 136.000 1.000
84.940 146.000 1.000
84.960 150.000 1.000
84.980 149.000 1.000
85.000 128.000 1.000
85.020 131.000 1.000
85.040 134.000 1.000
85.060 140.000 1.000
85.080 134.000 1.000
85.100 137.000 1.000
85.120 156.000 1.000
85.140 126.000 1.000
85.160 153.000 1.000
85.180 137.000 1.000
85.200 136.000 1.000
85.220 126.000 1.000
85.240 118.000 1.000
85.260 145.000 1.000
85.280 150.000 1.000
85.300 147.000 1.000
85.320 133.000 1.000
85.340 154.000 1.000
85.360 160.000 1.000
85.380 138.000 1.000
85.400 148.000 1.000
85.420 134.000 1.000
85.440 155.000 1.000
85.460 154.000 1.000
85.480 146.000 1.000
85.500 152.000 1.000
85.520 138.000 1.000
85.540 136.000 1.000
85.560 137.000 1.000
85.580 136.000 1.000
85.600 140.000 1.000
85.620 148.000 1.000
85.640 156.000 1.000
85.660 146.000 1.000
85.680 152.000 1.000
85.700 144.000 1.000
85.720 138.000 1.000
85.740 134.000 1.000
85.760 152.000 1.000
85.780 143.000 1.000
85.800 119.000 1.000
85.820 152.000 1.000
85.840 124.000 1.000
85.860 133.000 1.000
85.880 149.000 1.000
85.900 141.000 1.000
85.920 140.000 1.000
85.940 147.000 1.000
85.960 155.000 1.000
85.980 160.000 1.000
86.000 138.000 1.000
86.020 125.000 1.000
86.040 141.000 1.000
86.060 129.000 1.000
86.080 150.000 1.000
86.100 125.000 1.000
86.120 136.000 1.000
86.140 154.000 1.000
86.160 140.000 1.000
86.180 153.000 1.000
86.200 145.000 1.000
86.220 143.000 1.000
86.240 133.000 1.000
86.260 128.000 1.000
86.280 134.000 1.000
86.300 151.000 1.000
86.320 141.000 1.000
86.340 144.000 1.000
86.360 144.000 1.000
86.380 144.000 1.000
86.400 142.000 1.000
86.420 144.000 1.000
86.440 140.000 1.000
86.460 138.000 1.000
86.480 144.000 1.000
86.500 162.000 1.000
86.520 136.000 1.000
86.540 122.000 1.000
86.560 141.000 1.000
86.580 133.000 1.000
86.600 142.000 1.000
86.620 146.000 1.000
86.640 165.000 1.000
86.660 149.000 1.000
86.680 145.000 1.000
86.700 155.000 1.000
86.720 139.000 1.000
86.740 163.000 1.000
86.760 159.000 1.000
86.780 159.000 1.000
86.800 151.000 1.000
86.820 155.000 1.000
86.840 156.000 1.000
86.860 172.000 1.000
86.880 158.000 1.000
86.900 146.000 1.000
86.920 125.000 1.000
86.940 136.000 1.000
86.960 145.000 1.000
86.980 149.000 1.000
87.000 129.000 1.000
87.020 166.000 1.000
87.040 139.000 1.000
87.060 153.000 1.000
87.080 136.000 1.000
87.100 137.000 1.000
87.120 134.000 1.000
87.140 146.000 1.000
87.160 164.000 1.000
87.180 139.000 1.000
87.200 131.000 1.000
87.220 146.000 1.000
87.240 158.000 1.000
87.260 135.000 1.000
87.280 151.000 1.000
87.300 126.000 1.000
87.320 144.000 1.000
87.340 156.000 1.000
87.360 149.000 1.000
87.380 135.000 1.000
87.400 132.000 1.000
87.420 127.000 1.000
87.440 123.000 1.000
87.460 137.000 1.000
87.480 133.000 1.000
87.500 142.000 1.000
87.520 133.000 1.000
87.540 146.000 1.000
87.560 129.000 1.000
87.580 128.000 1.000
87.600 151.000 1.000
87.620 130.000 1.000
87.640 130.000 1.000
87.660 128.000 1.000
87.680 125.000 1.000
87.700 128.000 1.000
87.720 142.000 1.000
87.740 128.000 1.000
87.760 129.000 1.000
87.780 141.000 1.000
87.800 132.000 1.000
87.820 135.000 1.000
87.840 119.000 1.000
87.860 127.000 1.000
87.880 130.000 1.000
87.900 126.000 1.000
87.920 121.000 1.000
87.940 97.000 1.000
87.960 130.000 1.000
87.980 125.000 1.000
88.000 110.000 1.000
88.020 114.000 1.000
88.040 113.000 1.000
88.060 126.000 1.000
88.080 128.000 1.000
88.100 136.000 1.000
88.120 119.000 1.000
88.140 135.000 1.000
88.160 118.000 1.000
88.180 139.000 1.000
88.200 116.000 1.000
88.220 116.000 1.000
88.240 143.000 1.000
88.260 126.000 1.000
88.280 135.000 1.000
88.300 111.000 1.000
88.320 133.000 1.000
88.340 129.000 1.000
88.360 122.000 1.000
88.380 116.000 1.000
88.400 125.000 1.000
88.420 123.000 1.000
88.440 114.000 1.000
88.460 118.000 1.000
88.480 132.000 1.000
88.500 141.000 1.000
88.520 141.000 1.000
88.540 148.000 1.000
88.560 131.000 1.000
88.580 126.000 1.000
88.600 143.000 1.000
88.620 134.000 1.000
88.640 114.000 1.000
88.660 119.000 1.000
88.680 108.000 1.000
88.700 140.000 1.000
88.720 150.000 1.000
88.740 124.000 1.000
88.760 118.000 1.000
88.780 114.000 1.000
88.800 118.000 1.000
88.820 125.000 1.000
88.840 132.000 1.000
88.860 137.000 1.000
88.880 143.000 1.000
88.900 123.000 1.000
88.920 124.000 1.000
88.940 133.000 1.000
88.960 146.000 1.000
88.980 142.000 1.000
89.000 128.000 1.000
89.020 123.000 1.000
89.040 129.000 1.000
89.060 114.000 1.000
89.080 112.000 1.000
89.100 142.000 1.000
89.120 132.000 1.000
89.140 124.000 1.000
89.160 128.000 1.000
89.180 126.000 1.000
89.200 139.000 1.000
89.220 119.000 1.000
89.240 113.000 1.000
89.260 119.000 1.000
89.280 139.000 1.000
89.300 128.000 1.000
89.320 135.000 1.000
89.340 138.000 1.000
89.360 130.000 1.000
89.380 113.000 1.000
89.400 126.000 1.000
89.420 141.000 1.000
89.440 139.000 1.000
89.460 137.000 1.000
89.480 133.000 1.000
89.500 140.000 1.000
89.520 130.000 1.000
89.540 137.000 1.000
89.560 118.000 1.000
89.580 135.000 1.000
89.600 112.000 1.000
89.620 136.000 1.000
89.640 139.000 1.000
89.660 153.000 1.000
89.680 129.000 1.000
89.700 139.000 1.000
89.720 141.000 1.000
89.740 136.000 1.000
89.760 143.000 1.000
89.780 136.000 1.000
89.800 139.000 1.000
89.820 143.000 1.000
89.840 140.000 1.000
89.860 136.000 1.000
89.880 124.000 1.000
89.900 143.000 1.000
89.920 131.000 1.000
89.940 113.000 1.000
89.960 117.000 1.000
89.980 149.000 1.000
90.000 139.000 1.000
